awardid,action_date,federal_action_obligation,deobligated_amount_usd,label,action_type_code,action_type_description,correction_delete_indicator_code,correction_delete_indicator_description,recipient_name,recipient_city_name,recipient_state_code,primary_place_of_performance_city_name,trump_era_flag
ASST_NON_15PBJA21GG04118BCJI_015,2025-01-17,-754460.31,754460.31,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"BAYSTATE MEDICAL CENTER, INC.",SPRINGFIELD,MA,SPRINGFIELD,0
ASST_NON_15PBJA21GG04453BWCX_015,2025-04-24,-4268.0,4268.0,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,SPRINGFIELD,MA,SPRINGFIELD,1
ASST_NON_15PBJA22GG01656DNAX_015,2025-02-12,-40306.56,40306.56,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,CITY OF BOSTON,ROXBURY CROSSING,MA,ROXBURY CROSSING,1
ASST_NON_15PBJA22GG01658DNAX_015,2025-01-31,-433.68,433.68,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,STATE POLICE DEPARTMENT,FRAMINGHAM,MA,FRAMINGHAM,1
ASST_NON_15PBJA22GG01975COVE_015,2025-06-13,-7899.55,7899.55,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,STATE POLICE DEPARTMENT,FRAMINGHAM,MA,FRAMINGHAM,1
ASST_NON_15PBJA22GG02870JAGX_015,2023-03-31,-255.69,255.69,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MARLBORO CITY,MARLBOROUGH,MA,MARLBOROUGH,0
ASST_NON_15PBJA22GG03637COVE_015,2025-07-17,-688.3,688.3,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,STATE POLICE DEPARTMENT,FRAMINGHAM,MA,FRAMINGHAM,1
ASST_NON_15PBJA23GG03445JAGX_015,2025-01-16,-29.05,29.05,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,CITY OF NORTHAMPTON,NORTHAMPTON,MA,NORTHAMPTON,0
ASST_NON_15PBJA23GG03448JAGX_015,2024-01-19,-3.75,3.75,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MARLBORO CITY,MARLBOROUGH,MA,MARLBOROUGH,0
ASST_NON_15PBJA23GG03452JAGX_015,2025-03-05,-138.98,138.98,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,CITY OF FITCHBURG,FITCHBURG,MA,FITCHBURG,1
ASST_NON_15PBJA23GG03454JAGX_015,2025-06-24,-0.3,0.3,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,CITY OF FRAMINGHAM,FRAMINGHAM,MA,FRAMINGHAM,1
ASST_NON_15PNIJ21GG00138NIJB_015,2024-11-19,-943.31,943.31,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_15PNIJ21GG02727DOMR_015,2025-04-23,-49380.46,49380.46,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_15POVC21GG00957TVAG_015,2023-05-16,-296615.76,296615.76,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASHPEE WAMPANOAG TRIBE,MASHPEE,MA,MASHPEE,0
ASST_NON_15POVC21GK01090NONF_015,2024-03-22,-35206.99,35206.99,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"HEALTH RESOURCES IN ACTION, INC.",BOSTON,MA,BOSTON,0
ASST_NON_15TAMARTAG_075,2021-10-31,-4632.67,4632.67,CANCELLATION,C,REVISION,,,COMMONWEALTH OF MASSACHUSETTS EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES,BOSTON,MA,,0
ASST_NON_16-3800-7003_417,2021-06-16,-250.0,250.0,CANCELLATION,A,NEW,,,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,0
ASST_NON_16-LITC0131-03_020,2021-09-03,-5089.0,5089.0,CANCELLATION,A,NEW,,,"SPRINGFIELD PARTNERS FOR COMMUNITY ACTION, INC.",SPRINGFIELD,MA,,0
ASST_NON_16-ZZ-058-21_036,2022-03-23,-750000.0,750000.0,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"SOLDIER ON, INC",PITTSFIELD,MA,,0
ASST_NON_16-ZZ-058-22_036,2023-03-03,-275000.0,275000.0,PARTIAL_RES_CUM_POS,C,REVISION,,,"SOLDIER ON, INC",PITTSFIELD,MA,,0
ASST_NON_1601MAAIPP_075,2022-11-02,-44015.47,44015.47,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1601MACILP_075,2022-07-15,-9.22,9.22,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1601MACWSS_075,2021-06-15,-19.82,19.82,CANCELLATION,C,REVISION,,,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1601MAFPSS_075,2021-10-31,-9.04,9.04,CANCELLATION,C,REVISION,,,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1601MAILST_075,2021-06-17,-0.01,0.01,CANCELLATION,C,REVISION,,,MASSABILITY,BOSTON,MA,,0
ASST_NON_1601MALIE4_075,2021-06-15,-49043.0,49043.0,CANCELLATION,C,REVISION,,,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,BOSTON,MA,,0
ASST_NON_1601MAPREP_075,2022-08-23,-7507.38,7507.38,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",BOSTON,MA,,0
ASST_NON_1601MARSOC_075,2022-11-21,-43515.82,43515.82,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,THE COMMONWEALTH OF MASSACHUSETTS,BOSTON,MA,,0
ASST_NON_1601MASAVP_075,2022-04-21,-4406.94,4406.94,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS DEPARTMENT OF REVENUE,BOSTON,MA,,0
ASST_NON_1601MASCID_075,2021-06-15,-24724.67,24724.67,CANCELLATION,C,REVISION,,,JUDICIARY COURTS OF THE COMMONWEALTH OF MASSACHUSETTS,WORCESTER,MA,,0
ASST_NON_1601MASCIP_075,2021-06-15,-17684.64,17684.64,CANCELLATION,C,REVISION,,,JUDICIARY COURTS OF THE COMMONWEALTH OF MASSACHUSETTS,WORCESTER,MA,,0
ASST_NON_1601MASCIT_075,2021-06-15,-21256.82,21256.82,CANCELLATION,C,REVISION,,,JUDICIARY COURTS OF THE COMMONWEALTH OF MASSACHUSETTS,WORCESTER,MA,,0
ASST_NON_1602MAFVPS_075,2021-06-15,-2.84,2.84,CANCELLATION,C,REVISION,,,MASSACHUSETTS DEPARTMENT OF REVENUE,BOSTON,MA,,0
ASST_NON_1609972_049,2020-11-13,-106058.0,106058.0,CANCELLATION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,AMHERST,0
ASST_NON_1637459_049,2022-03-01,-1064055.0,1064055.0,PARTIAL_RES_CUM_POS,C,REVISION,,,THE MARINE BIOLOGICAL LABORATORY,WOODS HOLE,MA,WOODS HOLE,0
ASST_NON_1638805_049,2022-12-14,-604048.0,604048.0,PARTIAL_RES_CUM_POS,C,REVISION,,,WOODS HOLE OCEANOGRAPHIC INSTITUTION,WOODS HOLE,MA,WOODS HOLE,0
ASST_NON_1642658_049,2021-03-22,-108185.0,108185.0,CANCELLATION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,AMHERST,0
ASST_NON_1642658_049,2021-03-22,-5535.0,5535.0,CANCELLATION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,AMHERST,0
ASST_NON_1652303_049,2022-04-05,-110514.0,110514.0,CANCELLATION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,AMHERST,0
ASST_NON_1652303_049,2022-04-05,-114184.0,114184.0,CANCELLATION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,AMHERST,0
ASST_NON_1652303_049,2022-04-05,-117952.0,117952.0,CANCELLATION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,AMHERST,0
ASST_NON_1652303_049,2022-04-05,-19365.0,19365.0,CANCELLATION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,AMHERST,0
ASST_NON_1654089_049,2021-05-20,-75000.0,75000.0,PARTIAL_RES_CUM_POS,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,AMHERST,0
ASST_NON_1660449_049,2021-01-05,-87067.0,87067.0,CANCELLATION,C,REVISION,,,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,MEDFORD,0
ASST_NON_16915116_013,2023-09-19,-106550.03,106550.03,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,WOODS HOLE OCEANOGRAPHIC INSTITUTION,WOODS HOLE,MA,WOODS HOLE,0
ASST_NON_16915116_013,2023-09-21,-106550.03,106550.03,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,WOODS HOLE OCEANOGRAPHIC INSTITUTION,WOODS HOLE,MA,WOODS HOLE,0
ASST_NON_16AAMAT7EA_075,2021-06-17,-2102.01,2102.01,CANCELLATION,C,REVISION,,,MASSACHUSETTS EXECUTIVE OFFICE OF ELDER AFFAIRS,BOSTON,MA,,0
ASST_NON_16AAMAT7OM_075,2021-06-17,-1551.97,1551.97,CANCELLATION,C,REVISION,,,MASSACHUSETTS EXECUTIVE OFFICE OF ELDER AFFAIRS,BOSTON,MA,,0
ASST_NON_16ACHMA001_485,2021-07-23,-29826.5,29826.5,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"MASSACHUSETTS SERVICE ALLIANCE, INC",BOSTON,MA,,0
ASST_NON_16AFHMA001_485,2021-11-22,-890783.55,890783.55,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"MASSACHUSETTS SERVICE ALLIANCE, INC",BOSTON,MA,,0
ASST_NON_16B1MACOSR_075,2021-06-15,-51608.55,51608.55,CANCELLATION,C,REVISION,,,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,BOSTON,MA,,0
ASST_NON_16B1MALIEA_075,2021-06-15,-0.22,0.22,CANCELLATION,C,REVISION,,,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,BOSTON,MA,,0
ASST_NON_16DG11420004042_012,2021-05-11,-61619.0,61619.0,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,TOWN TREASURER,AMHERST,MA,,0
ASST_NON_16DG11420004180_012,2022-01-28,-6212.96,6212.96,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,COMMONWEALTH OF MASSACHUSETTS DEPT. OF CONSERVATION & RECREATION,BOSTON,MA,,0
ASST_NON_16DG11420004221_012,2022-02-07,-3751.06,3751.06,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,COMMONWEALTH OF MASSACHUSETTS DEPT. OF CONSERVATION & RECREATION,BOSTON,MA,,0
ASST_NON_16DG11420004221_012,2022-02-07,-11466.24,11466.24,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,COMMONWEALTH OF MASSACHUSETTS DEPT. OF CONSERVATION & RECREATION,BOSTON,MA,,0
ASST_NON_16ESHMA001_485,2022-01-03,-101037.67,101037.67,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"MASSACHUSETTS SERVICE ALLIANCE, INC",BOSTON,MA,,0
ASST_NON_16FXHMA002_485,2022-01-21,-42832.79,42832.79,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"MASSACHUSETTS SERVICE ALLIANCE, INC",BOSTON,MA,,0
ASST_NON_16NDHMA001_485,2021-09-08,-1039291.02,1039291.02,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"YOUTHBUILD GLOBAL, INC.",ROXBURY,MA,,0
ASST_NON_16PCMACCDF_075,2022-07-15,-29796.83,29796.83,CANCELLATION,C,REVISION,,,MASHPEE WAMPANOAG TRIBE,MASHPEE,MA,,0
ASST_NON_16PCMACCDF_075,2022-07-15,-36236.17,36236.17,CANCELLATION,C,REVISION,,,MASHPEE WAMPANOAG TRIBE,MASHPEE,MA,,0
ASST_NON_16PCMAFPSS_075,2022-07-15,-12860.05,12860.05,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASHPEE WAMPANOAG TRIBE,MASHPEE,MA,,0
ASST_NON_16PCMALIE4_075,2021-06-15,-39.0,39.0,CANCELLATION,C,REVISION,,,MASHPEE WAMPANOAG TRIBE,MASHPEE,MA,,0
ASST_NON_16TAMARTAG_075,2022-11-04,-21647.76,21647.76,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,COMMONWEALTH OF MASSACHUSETTS EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES,BOSTON,MA,,0
ASST_NON_1701MABSDD_075,2022-08-11,-175.0,175.0,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS DEVELOPMENTAL DISABILITIES COUNCIL,QUINCY,MA,,0
ASST_NON_1701MACWSS_075,2022-06-16,-556.43,556.43,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1701MAFPSS_075,2022-09-20,-0.18,0.18,CANCELLATION,C,REVISION,,,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1701MALIE4_075,2021-06-15,-136982.0,136982.0,CANCELLATION,C,REVISION,,,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,BOSTON,MA,,0
ASST_NON_1701MAPREP_075,2022-04-04,-3264.94,3264.94,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",BOSTON,MA,,0
ASST_NON_1701MARSOC_075,2022-09-15,-16416.72,16416.72,CANCELLATION,C,REVISION,,,THE COMMONWEALTH OF MASSACHUSETTS,BOSTON,MA,BOSTON,0
ASST_NON_1701MASAVP_075,2022-11-30,-7251.57,7251.57,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS DEPARTMENT OF REVENUE,BOSTON,MA,,0
ASST_NON_1701MASCID_075,2022-09-13,-50169.62,50169.62,CANCELLATION,C,REVISION,,,JUDICIARY COURTS OF THE COMMONWEALTH OF MASSACHUSETTS,WORCESTER,MA,,0
ASST_NON_1701MASCIP_075,2022-06-16,-33347.94,33347.94,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,JUDICIARY COURTS OF THE COMMONWEALTH OF MASSACHUSETTS,WORCESTER,MA,,0
ASST_NON_1701MASCIT_075,2022-07-14,-23165.02,23165.02,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,JUDICIARY COURTS OF THE COMMONWEALTH OF MASSACHUSETTS,WORCESTER,MA,,0
ASST_NON_1701MASGAT_075,2022-03-23,-216.97,216.97,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSABILITY,BOSTON,MA,,0
ASST_NON_1702MAFVPS_075,2022-07-15,-2457.34,2457.34,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS DEPARTMENT OF REVENUE,BOSTON,MA,,0
ASST_NON_1711MAFPCV_075,2022-07-25,-155257.29,155257.29,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1712676_049,2020-11-05,-326104.0,326104.0,CANCELLATION,C,REVISION,,,CONCORD CONSORTIUM INC,CONCORD,MA,CONCORD,0
ASST_NON_1721054_049,2021-04-29,-526864.0,526864.0,CANCELLATION,C,REVISION,,,CONCORD CONSORTIUM INC,CONCORD,MA,CONCORD,0
ASST_NON_1721054_049,2021-04-29,-1487147.0,1487147.0,CANCELLATION,C,REVISION,,,CONCORD CONSORTIUM INC,CONCORD,MA,CONCORD,0
ASST_NON_1723884_049,2021-09-09,-114351.0,114351.0,CANCELLATION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,NORTH DARTMOUTH,MA,NORTH DARTMOUTH,0
ASST_NON_1726377_049,2023-09-25,-28.0,28.0,RESCISSION,C,REVISION,,,NORTHEAST RADIO OBSERVATORY CORPORATION,WESTFORD,MA,WESTFORD,0
ASST_NON_1737897_049,2022-06-03,-6639.0,6639.0,RESCISSION,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_1744927_049,2024-06-03,-124817.0,124817.0,CANCELLATION,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_1749530_049,2022-03-02,-206368.0,206368.0,CANCELLATION,C,REVISION,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_1749530_049,2022-03-02,-57024.0,57024.0,CANCELLATION,C,REVISION,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_1749556_049,2021-06-22,-68581.0,68581.0,CANCELLATION,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_1749851_049,2020-10-30,-342319.0,342319.0,CANCELLATION,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_1753203_049,2024-04-16,-23580.0,23580.0,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_1754650_049,2021-06-16,-185415.0,185415.0,RESCISSION,C,REVISION,,,WELLESLEY COLLEGE,WELLESLEY HILLS,MA,WELLESLEY HILLS,0
ASST_NON_1756361_049,2020-12-11,-117860.0,117860.0,RESCISSION,C,REVISION,,,WOODS HOLE OCEANOGRAPHIC INSTITUTION,WOODS HOLE,MA,WOODS HOLE,0
ASST_NON_1758286_049,2022-06-28,-249004.0,249004.0,ADMIN_OR_PREPAY_ADJ,C,REVISION,,,"RISQ, INC",BOSTON,MA,CAMBRIDGE,0
ASST_NON_1762809_049,2022-06-13,-184849.0,184849.0,RESCISSION,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL,0
ASST_NON_1763469_049,2021-03-24,-99749.0,99749.0,PARTIAL_RES_CUM_POS,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,LOWELL,0
ASST_NON_17AAMAT7EA_075,2021-10-31,-6751.88,6751.88,CANCELLATION,C,REVISION,,,MASSACHUSETTS EXECUTIVE OFFICE OF ELDER AFFAIRS,BOSTON,MA,,0
ASST_NON_17B1MACOSR_075,2022-09-07,-8014.0,8014.0,CANCELLATION,C,REVISION,,,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,BOSTON,MA,,0
ASST_NON_17CA11420004224_012,2023-03-07,-10166.78,10166.78,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,,0
ASST_NON_17DG11420004084_012,2020-12-02,-749.59,749.59,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,COMMONWEALTH OF MASSACHUSETTS DEPT. OF CONSERVATION & RECREATION,BOSTON,MA,,0
ASST_NON_17DG11420004112_012,2023-02-08,-18060.41,18060.41,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,COMMONWEALTH OF MASSACHUSETTS DEPT. OF CONSERVATION & RECREATION,BOSTON,MA,,0
ASST_NON_17DG11420004112_012,2023-02-08,-14585.44,14585.44,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,COMMONWEALTH OF MASSACHUSETTS DEPT. OF CONSERVATION & RECREATION,BOSTON,MA,,0
ASST_NON_17DG11420004202_012,2023-10-20,-114.11,114.11,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,COMMONWEALTH OF MASSACHUSETTS DEPT. OF CONSERVATION & RECREATION,BOSTON,MA,,0
ASST_NON_17DG11420004249_012,2021-09-27,-20825.36,20825.36,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"SOUTHEASTERN MASSACHUSETTS PINE BARRENS ALLIANCE, INC.",PLYMOUTH,MA,,0
ASST_NON_17DG11420004270_012,2021-10-19,-17587.75,17587.75,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"MASSACHUSETTS WOODLANDS INSTITUTE, INC",SHELBURNE FALLS,MA,,0
ASST_NON_17EDHMA001_485,2022-06-17,-2025586.92,2025586.92,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,CITIZEN SCHOOLS INC,BOSTON,MA,,0
ASST_NON_17PAMAFVPS_075,2022-09-13,-3227.57,3227.57,CANCELLATION,C,REVISION,,,WAMPANOAG TRIBE OF GAY HEAD AQUINNAH,CHILMARK,MA,,0
ASST_NON_17PCMALIE4_075,2021-06-15,-110.0,110.0,CANCELLATION,C,REVISION,,,MASHPEE WAMPANOAG TRIBE,MASHPEE,MA,,0
ASST_NON_17SFAMA001_485,2021-08-24,-161856.01,161856.01,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"ACTION FOR BOSTON COMMUNITY DEVELOPMENT, INC",BOSTON,MA,,0
ASST_NON_17SFAMA002_485,2021-03-10,-45471.0,45471.0,CANCELLATION,B,CONTINUATION,,,CITIZENS FOR CITIZENS INC,FALL RIVER,MA,,0
ASST_NON_17SRAMA001_485,2021-05-12,-8616.57,8616.57,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,COMMUNITY TEAMWORK INC,LOWELL,MA,,0
ASST_NON_17TAMARTAG_075,2022-09-20,-6175.23,6175.23,CANCELLATION,C,REVISION,,,COMMONWEALTH OF MASSACHUSETTS EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES,BOSTON,MA,,0
ASST_NON_18-LITC0234-03_020,2021-04-23,-13098.23,13098.23,CANCELLATION,B,CONTINUATION,,,BENTLEY UNIVERSITY,WALTHAM,MA,,0
ASST_NON_1801MACWSS_075,2022-09-20,-0.52,0.52,CANCELLATION,C,REVISION,,,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1801MAFPCV_075,2022-09-20,-5000.35,5000.35,CANCELLATION,C,REVISION,,,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1801MAFPSS_075,2022-09-20,-138.46,138.46,CANCELLATION,C,REVISION,,,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1801MAFVPS_075,2022-09-20,-8757.09,8757.09,CANCELLATION,C,REVISION,,,MASSACHUSETTS DEPARTMENT OF REVENUE,BOSTON,MA,,0
ASST_NON_1801MAILST_075,2022-10-20,-0.01,0.01,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,MASSABILITY,BOSTON,MA,,0
ASST_NON_1801MALIE4_075,2023-12-11,-21936.0,21936.0,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,EXECUTIVE OFFICE OF HOUSING AND LIVABLE COMMUNITIES,BOSTON,MA,,0
ASST_NON_1801MAMIAA_075,2022-09-22,-32007.44,32007.44,CANCELLATION,C,REVISION,,,MASSACHUSETTS EXECUTIVE OFFICE OF ELDER AFFAIRS,BOSTON,MA,,0
ASST_NON_1801MAMIDR_075,2022-09-22,-39070.9,39070.9,RESCISSION,C,REVISION,,,MASSACHUSETTS EXECUTIVE OFFICE OF ELDER AFFAIRS,BOSTON,MA,,0
ASST_NON_1801MAMISH_075,2022-09-22,-16650.86,16650.86,RESCISSION,C,REVISION,,,MASSACHUSETTS EXECUTIVE OFFICE OF ELDER AFFAIRS,BOSTON,MA,,0
ASST_NON_1801MAPKIN_075,2020-10-09,-199659.07,199659.07,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,COMMONWEALTH OF MASSACHUSETTS DEPT OF CHILDREN & FAMILIES,BOSTON,MA,,0
ASST_NON_1801MARSOC_075,2022-11-25,-165528.53,165528.53,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,THE COMMONWEALTH OF MASSACHUSETTS,BOSTON,MA,,0
ASST_NON_1801MASAVP_075,2022-11-29,-23479.16,23479.16,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS DEPARTMENT OF REVENUE,BOSTON,MA,,0
ASST_NON_1801MASCID_075,2022-11-22,-72067.05,72067.05,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,JUDICIARY COURTS OF THE COMMONWEALTH OF MASSACHUSETTS,WORCESTER,MA,,0
ASST_NON_1801MASCIP_075,2022-11-22,-92557.29,92557.29,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,JUDICIARY COURTS OF THE COMMONWEALTH OF MASSACHUSETTS,WORCESTER,MA,,0
ASST_NON_1801MASCIT_075,2022-11-22,-34020.42,34020.42,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,JUDICIARY COURTS OF THE COMMONWEALTH OF MASSACHUSETTS,WORCESTER,MA,,0
ASST_NON_1801MASRAE_075,2022-05-11,-117273.07,117273.07,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",BOSTON,MA,,0
ASST_NON_1809159-34-18_417,2020-11-16,-30000.0,30000.0,CANCELLATION,A,NEW,,,ASSOCIATION OF INDEPENDENTS IN RADIO INC,DORCHESTER,MA,,0
ASST_NON_1810972_049,2020-10-21,-32000.0,32000.0,CANCELLATION,C,REVISION,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_1810972_049,2020-10-21,-71231.0,71231.0,CANCELLATION,C,REVISION,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
